dataset,combo,threshold,dice,nsd,hd95,sensitivity,ppv
DS002,25D_fold1_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold1_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002,0.5,0.8054730046428719,0.9239195516855695,6.523974214890833,0.8361727719715865,0.7977188705043359
DS002,25D_fold1_TTA_DS002 + 25D_fold4_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8054152137370733,0.9251355043512327,5.697782896779682,0.8397590192727143,0.7947433934970336
DS002,25D_fold1_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002,0.5,0.8053323464322564,0.924473181888736,5.600327649858415,0.8367468300547966,0.7954698572104627
DS002,25D_fold1_TTA_DS002 + 25D_fold4_TTA_DS002 + CNN_3D_fold1_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold1_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.805323397991751,0.9245954033708371,5.539020975287247,0.8368641054857794,0.7977286038073627
DS002,25D_fold1_TTA_DS002 + 25D_fold4_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold1_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8052931363157965,0.9237305246300078,5.729959209572863,0.8332053556316742,0.8019230357625268
DS002,25D_fold1_TTA_DS002 + 25D_fold2_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8052764998595939,0.9250721316117257,5.659278902553924,0.8395649165803488,0.7946457345377315
DS002,25D_fold1_TTA_DS002 + CNN_3D_fold1_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002,0.5,0.805266543352934,0.9239970130958388,5.449944441750113,0.8338643506106254,0.7989368151534687
DS002,25D_fold0_TTA_DS002 + 25D_fold1_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8052282955847053,0.9250617901953702,5.380257211327283,0.837863311038901,0.7961724029345946
DS002,25D_fold0_TTA_DS002 + 25D_fold1_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold1_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8052185776770527,0.9237964353448097,5.527605876547253,0.8315152753734727,0.8032688960433007
DS002,25D_fold1_TTA_DS002 + 25D_fold4_TTA_DS002 + CNN_3D_fold0_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8051952256467992,0.925360154912762,5.656452353609604,0.839925170414764,0.7941886632279916
DS002,25D_fold1_TTA_DS002 + 25D_fold4_TTA_DS002 + CNN_3D_fold1_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.805166742523735,0.9238559514671023,5.614899629636102,0.8321262258884448,0.8020311664451253
DS002,25D_fold1_TTA_DS002 + 25D_fold2_TTA_DS002 + CNN_3D_fold4_TTA_DS002 + ResEncL_3D_fold0_TTA_DS002 + ResEncL_3D_fold1_TTA_DS002 + ResEncL_3D_fold3_TTA_DS002 + ResEncL_3D_fold4_TTA_DS002,0.5,0.8051484242245973,0.9253586261810659,5.549604199398796,0.8379822646086137,0.7965093733234839
