dataset,combo,threshold,dice,nsd,hd95,sensitivity,ppv
DS001,DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA,0.5,0.712721173390792,0.8586950286696162,18.484132745476128,0.7354093015608619,0.7185960588130084
DS001,DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_TTA,0.4,0.7109146462445727,0.8554661068900138,19.21898840088812,0.7293001447372812,0.7224011543122205
DS001,DS001_DS003_CNN_3D_TTA,0.5,0.7103116424464925,0.8539430267633402,18.860161707840167,0.7399940129707653,0.7098762094974518
DS001,DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_softmax,0.4,0.7096055185219398,0.856621562509816,18.929249070977495,0.7307380989610738,0.7176979346708818
DS001,DS001_DS002_ResEncL_3D_TTA + DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_TTA,0.45,0.7090290698519339,0.8561902465819696,19.891587396503365,0.7197150917024483,0.7260064618154005
DS001,DS001_DS002_ResEncL_3D_TTA + DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA,0.4,0.7075261573410653,0.8540183861677075,19.122490279064667,0.7205577869445496,0.72134245661172
DS001,DS001_DS003_CNN_3D_TTA + DS001_ResEncL_3D_TTA,0.45,0.7072150482684593,0.8532268244291078,18.569962858329024,0.7424394247115664,0.7027208358049393
DS001,DS001_DS002_ResEncL_3D_TTA + DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_softmax,0.45,0.706933744255693,0.8545559367919622,20.098569299507286,0.7212341921614915,0.7200065675106916
DS001,DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_softmax + DS001_ResEncL_3D_TTA,0.3,0.7056644699467282,0.854181008216708,18.903051123108458,0.7402807733942239,0.7028708606958389
DS001,DS001_DS002_ResEncL_3D_TTA + DS001_DS003_CNN_3D_TTA + DS001_DS003_ResEncL_3D_TTA + DS001_ResEncL_3D_softmax + DS001_ResEncL_3D_TTA,0.4,0.7044250384314507,0.8523821139106236,19.82628117218446,0.7073622006521624,0.7298564220016653
